id,concat_comments
477161654,BUGS   BUGS   BUGS   The space was beautiful  but there were nats EVERYWHERE   we put the flowers in the closet so that helped a little     then came my worse nightmare  A PREGNANT ROACH   Luckily my boyfriend killed it because I would of just got another airbnb all together if I was by myself  The pillows   sheets had stains on them  so we had to switch those out  There was hair EVERYWHERE  in the shower  on the floor  in the sinks  The cleanliness issue really put a damper on our whole trip 
475636146,Carpet wasn t      clean 
273582956,Your guest suggested that your space could be cleaner in the following areas  floors and carpet  Additional comments   Carpet needed vacuumed   
476121711,As a private message to you about the bed that was not changed  Multiples hairs  dirt marks and a small blood splotch on the Duvet cover 
473408485,The floor was a bit grimy so I just wore my flip flops around but they do provide a vacuum and mop if you wanted to go over it quickly yourself  Overall very clean though and hardly any dust on the surfaces 
331809140,There were random hairs on the sheets 
471476339,Dried on food on dishes  black hairs on towels  dish towel  and in the sheets on the bed 
261490547,Your guest suggested that your space could be cleaner in the following areas  floors and carpet  Additional comments   The carpet had not been vacuumed  When I notified Chris he responded immediately    
199324227,Your guest suggested that your space could be cleaner in the following areas  floors and carpet 
259817789, Silverware 
577699916,Wasn t expecting renovation construction in the apartment complex  Was a bit like a maze to find the room
258816971,Your guest suggested that your space could be cleaner in the following areas  dust 
257534049,Your guest suggested that your space could be cleaner in the following areas  shower 
255816199,Your guest suggested that your space could be cleaner in the following areas  unsanitary shower or tub 
253460863, Some blinds on the windows were dirty  
248057768, the shower wasnt super clean  but it was ok   
247483276,Your guest suggested that your space could be cleaner in the following areas  shower  Additional comments   There was a leak coming from floor above  leaving a dirty spot on the window tile dripping to the showers floor   
247442993,Your guest suggested that your space could be cleaner in the following areas  dust  floors and carpet 
197076742,Your guest suggested that your space could be cleaner in the following areas  toilet 
244427909, Cheeto on the floor  
197725132,Your guest suggested that your space could be cleaner in the following areas  floors and carpet 
239392617,Your guest suggested that your space could be cleaner in the following areas  unsanitary toilet  unsanitary shower or tub 
619716563,Floors
526126784,Some of the white towels had a stain that is hard to see but if put in the light you could see it
232615128, Toilet seat had some residue on it  needed to reclean myself   
508306823,Entrancehallway to building was not very clean or welcoming 
506553225,The bath tub was clogged  so water would accumulate during shower  The bath curtain was dirty  Also you should do something about key n    it takes about  min each time to open the door playing with the lock  The rest was fine  
228395067,Your guest suggested that your space could be cleaner in the following areas  shower or tub  kitchen  dust  floors and carpet  Additional comments   Isn t thoroughly clean  floors hadn t been mopped nor vacuumed  dusty tv stand   the kitchen and bathroom were messy but once communicated it was clean   
700017332,In general  the apartment did not feel clean 
486519160,Given long stay  a couple of housekeeping passes thru the flat will have helped  In fact  I wrote to you seeking this but never got a response
476211906,Cleaning crews didn t finish until     hours after check in 
470805257,Bathroom floor  shower curtain  soap dish   rug
